Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Textura,Tipo de piel,Categoría,Subcategoría,Presentacion,Palabras Clave
Fase 1,AVENE A-OXITIVE,Serum Anti-edad Avene A-Oxitive 30ml,Serum Anti-edad Avene A-Oxitive 30ml,7799075001113,"
A-Oxitive Serum Anti-edad ayuda a defender la piel de los efectos nocivos del estrés oxidativo.
Antioxidante, anticontaminación, hidratante, suavizante.","Beneficios:
-Con provitaminas C y E (complejo de escudo antioxidante) y GP4G (auténtico energizante celular), este suero deja una piel suave y protegida, una reducción de las arrugas y líneas de expresión, y una tez fresca, radiante y vibrante.
-Sutil perfume y acabado no graso.
-Hidratación duradera por 24 hs
-Tolerancia óptima y adecuado para pieles sensibles","Modo de uso:
Aplicar todos los días por la mañana y/o noche sobre el rostro y cuello.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Provitamina E y C (Antioxidantes, protegen la piel contra el estres oxidativo), GP4G -precursor ATP- (Aporta energía a las células), Otros (Ácido hialurónico de alto peso molecular).
Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). GLYCERIN. ISODODECANE. PENTYLENE GLYCOL. WATER (AQUA). DIMETHICONE. ASCORBYL GLUCOSIDE. POLYMETHYL METHACRYLATE. TOCOPHERYL GLUCOSIDE. ARTEMIA EXTRACT. C12-20 ALKYL GLUCOSIDE. C14-22 ALCOHOLS. CAPRYLIC/CAPRIC TRIGLYCERIDE. CETRIMONIUM BROMIDE. CITRIC ACID. DISODIUM EDTA. FRAGRANCE (PARFUM). HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. POLYSORBATE 60. SODIUM BENZOATE. SODIUM CITRATE. SODIUM HYALURONATE. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. TOCOPHEROL. XANTHAN GUM",Textura: serum,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,*Anti Age *Primeras arrugas *Rostro *Anti edad *Cuidado de la piel *Cuidado facial *Crema *Antioxidante *Anti envejecimiento *Cara *Protección *Hidratación *Uso frecuente *Cuidado esencial
Fase 2,AVENE A-OXITIVE,Crema de Noche Efecto Peeling Anti-edad Avene A-Oxitive 30ml,Crema de Noche Efecto Peeling Anti-edad Avene A-Oxitive 30ml,7799075001137,"
Crema de noche anti-edad con sensación de efecto peeling. Ilumina la piel y ayuda a combatir los efectos nocivos causados por el estrés oxidativo.
Equivalente a 3 sesiones de peeling","Beneficios:
-Con Retinaldehído y Provitamina E (complejo renovador) ayuda a redefinir la textura de la piel, reducir la desigualdad, restaurar la luminosidad y disminuir las arrugas y líneas de expresión.
-Sin perfume
-Sensación de suavidad
-Acabado aterciopelado no graso","Modo de uso
Aplicar por la noche sobre la piel limpia del rostro y cuello.","Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Provitamina A (retinaldehído) Pretocoferil (Afina la textura de la piel, previene arrugas e ilumina) O.G.G (Aumenta las reservas de Vit A) Aceite de Onagra (Nutre y requilibra la piel)","Ingredientes:
WATER (AQUA). TRIETHYLHEXANOIN. CYCLOPENTASILOXANE. CETEARYL ALCOHOL. CYCLOHEXASILOXANE. CETEARETH-20. POLYMETHYL METHACRYLATE. CETEARETH-33. CAPRYLIC/CAPRIC TRIGLYCERIDE. AMMONIUM ACRYLOYL DIMETHYLTAURATE/VP COPOLYMER. BENZOIC ACID. BHT. CARAMEL. DISODIUM EDTA. MICA. OENOTHERA BIENNIS (EVENING PRIMROSE) OIL (OENOTHERA BIENNIS OIL). OLEOYL DIPEPTIDE-15. OLEOYL TETRAPEPTIDE-31. PHENOXYETHANOL. RED 33 (CI 17200). RETINAL. SILICA. SODIUM HYDROXIDE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE",Textura: crema,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,*Crema *Bálsamo *Nocturno *Noche *Anti age *Anti arrugas *Luminosidad *Renueva *Retrasa
Fase 2,AVENE CLEANANCE,Jabón Dermatológico Avene Cleanance100g,Jabón Dermatológico Avene Cleanance100g,7798095417911,"
Barra desincrustante. Limpia suavemente, matifica y purifica la piel del rostro y cuerpo. Ayuda a controlar el sebo y reduce imperfecciones. 
","Beneficios:
-Reduce el exceso de sebo e imperfecciones y desobstruye los poros.
y favorece la hidratación de la capa superficial de la piel 
-Matiza e hidrata.
-Formulada con Agua Termal de Avène, tiene propiedades calmantes y antiirritantes.
-Efecto exfoliante.
Formulada sin detergentes, respeta el film hidrolipídico
Es hipoalergénico y no comedogénico.",Modo de uso: Aplicar durante el baño en la piel del rostro y cuerpo.,"Compuesto por: Agua Termal de Avène (calma, suaviza y disminuye 
la irritación), Monolaurina sSeboregulador)
Gluconato de Zinc (antiirritante), Ácido Salicílico (efecto , Tensioactivos (suaves Limpiador), Bromuro de Cetrimonio (antibacteria)","Ingredientes
SODIUM PALMATE. SODIUM PALM KERNELATE. WATER (AQUA). FRAGRANCE (PARFUM). SALICYLIC ACID. AVENE THERMAL SPRING WATER (AVENE AQUA). CETRIMONIUM BROMIDE. GLYCERIN. GLYCERYL LAURATE. PALM KERNEL ACID. SODIUM CHLORIDE. TETRASODIUM EDTA. TETRASODIUM ETIDRONATE. ZINC GLUCONATE
",Textura en barra,Tipo de piel: mixtas a grasas con tendencia acnéica,,,Presentacion: 100 gr,*Desincrustante *Exfoliante *Barra *Jabón *Seborregulador *Anti acné *Anti irritante *Anti bacterial *Imperfecciones
Fase 2,AVENE CLEANANCE,Mascarilla Exfoliante Mask Avene Cleanance 50ml,Mascarilla Exfoliante Mask Avene Cleanance 50ml,7798095414729,"
Mascarilla exfoliante que absorve y desincrusta","Beneficios:
-Absorve el exceso de sebo
-Elimina las impurezas
-Matificante
-Exfoliante
-Indicada para el tratamiento de seborrea excesiva
-Ilumina la piel y elimina impurezas",Modo de uso: Aplicar una capa gruesa sobre la piel limpia del rostro. Dejar actuar 5 minutos. Humedecer las manos y masajear con ligeros movimientos circulares. Enjuagar con abundante agua. Repetir una vez por semana.,"Compuesto por: Agua Termal Avène (Calma, suaviza y disminuye 
la irritación), Monolaurina (seborregulador), Caolin=arcilla blanca 12% (secante), BHA: ácido salicílico 0,2%
AHA: ácido glicólico 4% (Exfoliacion quimica y mecánica), Microesferas de celulosa (desincrusta y exfolia), Perfume de la gama (Hipoalergénico)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). KAOLIN. CETEARYL ALCOHOL. TRIETHYLHEXANOIN. GLYCERYL STEARATE. GLYCOLIC ACID. SODIUM HYDROXIDE. WATER (AQUA). CELLULOSE ACETATE. CETEARETH-33. CAPRYLIC/CAPRIC GLYCERIDES. TITANIUM DIOXIDE (CI 77891). ZINC GLUCONATE. BISABOLOL. CETRIMONIUM BROMIDE. FRAGRANCE (PARFUM). GLYCERYL LAURATE. PYRIDOXINE HCL. SALICYLIC ACID. SODIUM CHLORIDE. XANTHAN GUM",Textura en crema,Tipo de piel: mixtas a grasas con tendencia acnéica,,,Presentacion: 50 ml,*Mascarilla *Exfoliante *Desincrustante *Piel grasa *Acné *Seborregulador
Fase 2,AVENE CLEANANCE,Concentrado Anti-Imperfecciones Avene Cleanance Comedomed 30ml,Concentrado Anti-Imperfecciones Avene Cleanance Comedomed 30ml,7799075001250,"

Cleanance Comedomed trata y previene el acné leve y moderado.
Ayuda a combatir las imperfecciones y prevenir su reaparición, con una eficacia clínicamente comprobada a partir de los 7 días


","
Beneficios:
-Reduce las imperfecciones evitando la aparicion de nuevas lesiones.
-Formulado con Comedoclastin™, un extracto vegetal de las semillas del cardo mariano, actúa directamente sobre los microcomedones, reduce las imperfecciones y los puntos negros existentes y previene la aparición de otros nuevos
-Puede utilizarse solo, con otros productos o después de la medicación contra el acné (excepto la isotretinoína oral).
-Excelente hidratante para aplicar previo al maquillaje ","Modo de uso: Aplicar por la mañana y noche en el rostro luego 
de la higiene","Compuesto por: Comedoclastin™ (Activo de origen vegetal con propiedades patentadas fruto de la investigación de Pierre Fabre. El extracto de cardo mariano actúa sobre las células epiteliales reduciendo la formación de microcomedones y previniendo la aparición de nuevas lesiones.
) y Agua termal de Avène (Gracias a una característica mineral y biológica única, tiene propiedades calmantes, reparadoras y reequilibrantes)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). ISOPROPYL ALCOHOL. PEG-6. GLYCERIN. SILYBUM MARIANUM FRUIT EXTRACT. SILICA. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. SORBITAN ISOSTEARATE. WATER (AQUA)",Textura: gel acuoso,Tipo de piel: mixtas a grasas con tendencia acnéica,,,Presentacion: 30 ml,*Crema facial *Anti imperfecciones *Espinillas *Puntos negros *Acné *Seborregulador
Fase 3,AVENE CLEANANCE,Crema Hidratante Hydra Avene Cleanance 40ml,Crema Hidratante Hydra Avene Cleanance 40ml,7798095418307,"
Cleanance Hydra es un cuidado hidratante, calmante y nutritivo para pieles en tratamiento oral desecante o irritante.","Beneficios:
-Crema renovadora que compensa los efectos de los tratamientos medicamentosos que resecan las pieles con tendencias acnéicas.
-Gracias a Glicoleol que restaura la piel y el Sulfato de Dextrano, un activo que calma la irritación y reduce el enrojecimiento, esta crema ayuda a reconstruir la película hidrolipídica deteriorada de la piel, nutre y devuelve el confort a la piel después de someterse a tratamientos médicos desecantes.
-Calma las irritaciones
-Hidrata y nutre la piel de forma prolongada
-Perfume fresco y ligero.","Modo de uso: Aplicar sobre la piel limpia del rostro, cuello y escote.","Compuesto por: Glicol (Precursor de los lípidos esenciales de la piel (ácidos grasos, colesterol, ceramidas). Reactiva la síntesis natural de lípidos de la piel para combatir la sequedad) y Sulfato de dextrano (Calmante y descongestionante. Calma las irritaciones y reduce las rojeces)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL (CARTHAMUS TINCTORIUS SEED OIL). CAPRYLIC/CAPRIC TRIGLYCERIDE. DIMETHICONE. PEG-12. BUTYLENE GLYCOL. GLYCERIN. 1,2-HEXANEDIOL. GLYCERYL STEARATE. PEG-100 STEARATE. CETYL ALCOHOL. GLYCERYL LINOLEATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. FRAGRANCE (PARFUM). GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). SODIUM DEXTRAN SULFATE. SODIUM HYDROXIDE. TOCOPHEROL. TOCOPHERYL ACETATE. XANTHAN GUM",Textura en crema,Tipo de piel: mixtas a grasas con tendencia acnéica,,,Presentacion: 40 ml,*Limpador *Piel grasa *Calmante *Confort *Piel irritada *Piel en tratamiento *Hipoalergenica *Hidrata *Nutre *Anti acné *Textura no grasa *Rostro *Cara *Facial
,AVENE CLEANANCE,Emulsión Matificante Avene Cleanance 40ml,Emulsión Matificante Avene Cleanance 40ml,7799075001694,"
Cleanance Emulsión matifica, seborregula e hidrata para pieles grasas con tendencia acnéica.
Ideal para utilizar como prebase de maquillaje.","Beneficios:
-Reduce el exceso de sebo, reconforta e hidrata la piel grasa.
-Hidrata la piel por 24 hs
-Matifica
-Textura mate y no pegajosa gracias a una cuidada selección de polvos matificantes, agentes hidratantes y Comedoclastin™.
-Calmante y suavizante gracias al Agua Termal de Avène.
-Excelente hidratante para aplicar previo al maquillaje 
","Modo de uso:
Aplicar sobre la piel limpia y seca del rostro por la mañana y por la noche.","Compuesto por: Polvo matificante (Ingrediente matificante para absorber el exceso de sebo y proporcionar a la fórmula una sensación empolvada, no grasa) y Comedoclastin™ (Activo de origen vegetal con propiedades patentadas fruto de la investigación de Pierre Fabre. El extracto de cardo mariano actúa sobre las células epiteliales reduciendo la formación de microcomedones y previniendo la aparición de nuevas lesiones)
","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). GLYCERIN. ISOPROPYL MYRISTATE. PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE. POLYMETHYL METHACRYLATE. C14-22 ALCOHOLS. ISOPROPYL ALCOHOL. PEG-6. POTASSIUM CETYL PHOSPHATE. 1,2-HEXANEDIOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. C12-20 ALKYL GLUCOSIDE. CAPRYLYL GLYCOL. CAPRYLYL GLYCOL LINSEEDATE. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). POTASSIUM SORBATE. SILYBUM MARIANUM FRUIT EXTRACT. SODIUM HYDROXIDE. SODIUM POLYACRYLATE. TOCOPHEROL. TRIBEHENIN. WATER (AQUA). XANTHAN GUM. ZINC SALICYLATE",Textura emulsión,Tipo de piel: mixtas a grasas con tendencia acnéica,,,Presentacion: 40 ml,"*Matificante *Hidratante *Hidratación *Piel Grasa *Acne *Cuidado de la piel *Cuidado Facial *Rostro *Piel Acnéica *Anti acné *cara *Crema de día *Imperfecciones *Uso frecuente *Prebase
 *Seborregulador"
,AVENE CLEANANCE,"Avene Cleanance Comedomed Cuidado Localizado x 15 ml
","Avene Cleanance Comedomed Cuidado Localizado x 15 ml
",7799075001724,"
Cuidado intensivo y localizado S.O.S que seca y reduce las imperfecciones localizadas desde el primer día y limita las marcas residuales.
","Beneficios:
-Seca y reduce las imperfecciones localizadas
","Modo de uso:
Aplicar una capa fina de 2 a 3 veces al día sobre la imperfección hasta que desaparezca completamente.","Compuesto por: Comedoclastin™ (Activo de origen vegetal con propiedades patentadas fruto de la investigación de Pierre Fabre. El extracto de cardo mariano actúa sobre las células epiteliales reduciendo la formación de microcomedones y previniendo la aparición de nuevas lesiones) y Retinaldehído (Precursor directo del ácido retinoico, principal activo dermatológico. Reduce la apariencia de las marcas residuales y disminuye su intensidad al limitar la hiperpigmentación y favorecer la producción de colágeno y elastina)
","
AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. ISODODECANE. GLYCOLIC ACID. ISOPROPYL ALCOHOL. PEG-6. GLYCERIN. WATER (AQUA). HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. SODIUM HYDROXIDE. GLYCERYL STEARATE. PEG-100 STEARATE. POLYMETHYL METHACRYLATE. ARACHIDYL ALCOHOL. ARACHIDYL GLUCOSIDE. BEHENYL ALCOHOL. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). POLYSORBATE 60. RED 33 (CI 17200). RETINAL. SILYBUM MARIANUM FRUIT EXTRACT. SORBITAN ISOSTEARATE. TOCOPHEROL",Emulsión,Mixta a grasa,Facial,Acné,Presentacion: 15 ml,*CuidadoSOS *Anti-acné *Anti-imperfecciones *granos *acné *secante
,AVENE CLEANANCE,"Crema de noche Avene Cleanance Women 30ml 
","Crema de noche Avene Cleanance Women 30ml 
",7799075001717,"Crema de noche para pieles adultas con imperfecciones. Ayuda a reducir machas, acné y marcas residuales, y a alisar la textura de la piel. Formulada con Synovea™ HR (ayuda a reducir las imperfecciones y limita la oxidación del sebo) , Retinaldehído (ayuda a atenuar las marcas residuales) y Agua termal de Avène (con propiedades calmantes y antiirritantes).","Beneficios:
-Antiimperfecciones para las pieles adultas
-Reduce las marcas residuales
-Alisa la textura de la piel","Aplicar por la noche masajeando suavemente con las yemas de los dedo sobre la piel limpia del rostro. Evitar el contorno de ojos. Si se experimenta una sensación de hormigueo, distanciar la aplicación del producto a días alternos.","SynoveaTM (Activo antioxidante y antiimperfecciones. Limita la oxidación del sebo para reducir los puntos negros y las imperfecciones) y Retinaldehído (Precursor directo del ácido retinoico, principal activo dermatológico. Reduce la apariencia de las marcas residuales y disminuye su intensidad al limitar la hiperpigmentación y favorecer la producción de colágeno y elastina)","AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. ISODODECANE. DIMETHICONE. GLYCERIN. PENTYLENE GLYCOL. PROPYLENE GLYCOL. WATER (AQUA). SQUALANE. GLYCERYL STEARATE. PEG-100 STEARATE. HEXYLRESORCINOL. 1,2-HEXANEDIOL. ALGIN. ARACHIDYL ALCOHOL. ARACHIDYL GLUCOSIDE. BEHENYL ALCOHOL. BENZOIC ACID. BHT. CAPRYLYL GLYCOL. CARBOMER. DIMETHICONE CROSSPOLYMER. DIMETHICONOL. FRAGRANCE (PARFUM). HYDROGENATED POLYISOBUTENE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. PAPAIN. PEG-7 TRIMETHYLOLPROPANE COCONUT ETHER. RED 33 (CI 17200). RETINAL. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. STEARYL ALCOHOL. TITANIUM DIOXIDE (CI 77891). XANTHAN GUM",Crema,Mixta a grasa,Facial,Acné,30 ml,*PielAdulta *Anti-acné *Anti-imperfecciones *granos *acné *manchas *MarcasdeAcné
Fase 1,AVENE DERMABSOLUT,Crema Contorno de ojos Anti-edad Avene Dermabsolu 15ml,Crema Contorno de ojos Anti-edad Avene Dermabsolu 15ml,7799075000369,"
Contorno de ojos anti-edad redensificante. 
Ilumina la mirada y descongestiona los párpados. 
Ayuda a disminuir bolsas y ojeras. ","Beneficios:
-Antibolsas y antiojeras
-Con Polifenoles de Vainilla (potenciadores de ácido hialurónico) combaten la flacidez de la piel y le devuelven su densidad.
-Mantiene los volúmenes del rostro gracias al Bakuchiol.
- El glycoléol, precursor de los lípidos esenciales de la piel, le aporta flexibilidad y confort.
-La acción del sulfato de dextrano y el aplicador metálico masajeador proporcionan un efecto refrescante que reduce las bolsas y ojeras e ilumina los ojos
-Sin perfume
-Rico en Agua Termal","Modo de uso:
Aplicar por la mañana y noche con pequeños golpes con el dedo anular desde
el ángulo interno hacia la parte externa del ojo sobre los
párpados.","Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Glycoleol (Activador de síntesis lipídica, refuerza la barrera cutánea.Revitaliza) Polifenoles de vainilla (Redensificar luchar contra la flacidez, potenciador de la síntesis natural de ácido hialurónico) Sytenol
(Potente reestructurante celular.) Pre-Tocoferil 0,05% (Antirradicales libres) Aceite de jojoba (Aporta comodidad sin efecto graso) Sullfato de dextrano (Antiiflamatorio)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). MINERAL OIL (PARAFFINUM LIQUIDUM). CAPRYLIC/CAPRIC TRIGLYCERIDE. ISOHEXADECANE. GLYCERYL STEARATE. PEG-100 STEARATE. GLYCERIN. DIMETHICONE. METHYL GLUCETH-20. PROPYLENE GLYCOL ALGINATE. BAKUCHIOL. SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (SIMMONDSIA CHINENSIS SEED OIL). 1,2-HEXANEDIOL. CAPRYLYL GLYCOL. CARBOMER. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. GLYCERYL LINOLEATE. GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HYDROGENATED STARCH HYDROLYSATE. PROPYLENE GLYCOL. SODIUM DEXTRAN SULFATE. SODIUM HYDROXIDE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. VANILLA TAHITENSIS FRUIT EXTRACT. WATER (AQUA)
",Textura en crema,Tipo de piel: todo tipo de piel,,,Presentacion: 15 ml,*Crema *Bálsamo *Ojos *Parpádos *Anti age *Anti arrugas *Arrugas profundas *Revitalizante *Suavidad *Suavizante *Ojeras *Bolsas *Redensifica
Fase 1,AVENE DERMABSOLUT,Crema de Día Anti-edad Avene Dermabsolu 40ml,Crema de Día Anti-edad Avene Dermabsolu 40ml,7799075000376,"
Crema de día anti-edad. Redensifica la piel y redibuja el contorno facial, obteniendo como resultado una piel luminosa y llena de vitalidad. 
Ideal para tratar la pérdida de densidad.","Beneficios:
-Remodela el contorno del rostro
-Mantiene los volúmenes del rostro gracias al Bakuchiol.
-El Glycoléol, precursor de los lípidos esenciales de la piel, le aporta nutrición, flexibilidad y bienestar
-Los Polifenoles de vainilla, potenciadores del ácido hialurónico, ayudan a combatir la flacidez de la piel.
-Redensifica y revitaliza la piel. Nutre de forma continua. 
-Piel mas luminosa. 
-Textura aterciopelada. y delicadamente perfumada
-Redefine el óvalo del rostro. 
-Innovación frasco Airless.
-Enriquecida con Agua Termal.","Modo de uso:
Aplicar por las mañanas luego del Dermabsolu Serum. Hacerlo sobre rostro, cuello y escote.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Glycoleol (Activador de síntesis lipídica, refuerza la barrera cutánea, revitaliza), Polifenoles de vainilla (Redensificar, lucha contra la flacidez, potenciado de la síntesis natural de ácido hilaurónico), Systenol (Potente reestructurante celular), Pre-Tocoferil 0,05% (Antirradicales libres), Aceite de jojoba (Aporta comodidad sin efecto graso), Manteca de karité 22% (nutre la piel), Perfume.
Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE. GLYCERIN. COCO-CAPRYLATE/CAPRATE. TRIBEHENIN PEG-20 ESTERS. BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER). METHYL GLUCETH-20. DIMETHICONE. GLYCERYL LINOLEATE. BAKUCHIOL. BEHENYL ALCOHOL. BIS-PEG-12 DIMETHICONE BEESWAX. POLYMETHYL METHACRYLATE. SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (SIMMONDSIA CHINENSIS SEED OIL). BEHENIC ACID. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCERYL STEARATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). HYDROGENATED POLYISOBUTENE. HYDROGENATED STARCH HYDROLYSATE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. MICA. PEG-7 TRIMETHYLOLPROPANE COCONUT ETHER. PROPYLENE GLYCOL. SILICA. SODIUM HYDROXIDE. SODIUM STEAROYL GLUTAMATE. SORBITAN ISOSTEARATE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. VANILLA TAHITENSIS FRUIT EXTRACT. WATER (AQUA)
",Textura en crema,Tipo de piel: todo tipo de piel,,,Presentacion: 40 ml,*Anti edad *Anti Age *Arrugas Profundas *Cuidado de la piel *Rostro *Crema de día *Cuidado esencial  *Anti envejecimiento *Rostro *Cara *Cuidado facial *Revitalizante
Fase 2,AVENE DERMABSOLUT,Crema de Día Anti-edad Avene Dermabsolu a Color SPF 30+ 40ml,Crema de Día Anti-edad Avene Dermabsolu a Color SPF 30+ 40ml,7799075000338,"
Crema de día anti-edad redensificante con color y protección SPF 30. 
Devuelve confort, luminosidad y unifica el tono de la piel.","Beneficios:
-Unifica el tono de la piel
-Combate la flacidez y perdida de densidad
-Remodela el rostro.
-Con Polifenoles de vainilla, potenciadores del Ácido Hialurónico, Bakuchiol (Syténol™) y Glycoléol actua sobre todos los signos del envejecimiento.
-Calmante gracias al Agua Termal de Avène.
-Protege de los rayos UV con su índice fotoprotector FPS 30
-Color sutíl y delicadamente perfumado.
","Modo de uso:
Aplicar sobre la piel limpia y seca del rostro, cuello y escote.","Compuesto por: agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) 
Glycoleol (Activador de síntesis lipídica, refuerza la barrera cutánea.Revitaliza) Polifenoles de vainilla (Redensificar,Luchar contra la flacidez,Potenciador de la síntesis natural de ácido hialurónico) Sytenol (Potente reestructurante celular.) Pre-Tocoferil 0,05% (Antirradicales libres) Aceite de jojoba (Aporta comodidad sin efecto graso)
Tinosorb M Tinosorb S,UVAsorb HEB,Parsol 1789 (Sistema fotoprotector) Nácares pigmentarios (Efecto de buen aspecto) Perfume

","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. GLYCERIN. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. METHYL GLUCETH-20. SILICA. BUTYL METHOXYDIBENZOYLMETHANE. ZEA MAYS (CORN) STARCH (ZEA MAYS STARCH). GLYCERYL STEARATE. GLYCERYL LINOLEATE. BAKUCHIOL. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (SIMMONDSIA CHINENSIS SEED OIL). VP/EICOSENE COPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HYDROGENATED STARCH HYDROLYSATE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). MICA. PROPYLENE GLYCOL. SODIUM HYDROXIDE. STEARYL ALCOHOL. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. VANILLA TAHITENSIS FRUIT EXTRACT. XANTHAN GUM",Textura en crema,Tipo de piel: todo tipo de piel,,,Presentacion: 40 ml,*Crema facial *FPS *UV *Piel sensible *Textura aterciopelada *Nutre *Redensifica
