EAN,BU,Marca/Línea de producto,Área de aplicación,Formato,Título etailers ,Título Web ,Beneficios ,Claim de marca (español Argentina),Descripción extendida ,Te puede interesar,Como se usa,Organic Keywords (español Argentina),Ingredientes Principales (español Argentina),Nombre del material (español Argentina),Product claim (español Argentina),Descripción corta (español Argentina),Textura,Alto del embalaje,Alto del producto,Ancho del embalaje,Ancho del producto,Material ID
8429420161214,Foto,FOTOPROTECCION,Corporal,Tube,ISDIN Fotoprotector Gel Cream SPF50 250ml - Protector solar corporal,Fotoprotector ISDIN Gel Cream SPF 50+,"Fotoprotector corporal que ofrece una muy alta protección UVB y UVA SPF50+. Hidrata como una crema y se absorbe rápidamente como un gel. Proporciona una agradable sensación de frescor con un acabado sedoso y sin brillos. 
  SEA FRIENDLY. Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos.",El todoterreno de los fotoprotectores para toda la familia,Fotoprotector corporal en gel crema que hidrata como una crema y refresca como un gel. Disponible en muy alta protección SPF 50+ y en alta protección SPF 30.,,"Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar, y reaplicar cada 2 horas. Al reducir la cantidad de producto aplicada, se reduce el factor de protección. Tras transpirar, nadar, o secarse con la toalla, repetir aplicación.","
facial, textura, gel crema, familia, absorció rápida, hidratante","Aqua (Water), Dibutyl Adipate, Diisopropyl Sebacate, Isopropyl Palmitate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Propanediol, Diethylhexyl Butamido Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Pentylene Glycol, Phenylbenzimidazole Sulfonic Acid, Poly C10-30 Alkyl Acrylate, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, C20-22 Alkyl Phosphate, C20-22 Alcohols, Polyacrylate Crosspolymer-6, Caprylyl Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Hydroxyacetophenone, Oryza Sativa Cera (Oriza Sativa Rice Bran Wax), Panthenol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Parfum (Fragrance), Sodium Hydroxide, Xanthan Gum, Tetrasodium Glutamate Diacetate, Zingiber Officinale (Ginger) Root Extract, T-Butyl Alcohol.",FP EXTREM GEL CREAM 50+ 250ml,El todoterreno de los fotoprotectores para toda la familia,Protector solar corporal con textura gel crema que se absorbe rápidamente,Crema Gel,230.0,214.0,183.0,49.0,690019704528
8429420152120,Derma,UREADIN,Manos,Tube,ISDIN Ureadin Hand Cream Plus 50ml,ISDIN Ureadin Crema de manos reparadora ,Crema de manos reparadora con urea. Hidrata y protege la piel.,Crema de manos con urea. Hidrata en profundidad y repara.,Crema reparadora para la hidratación y protección de las manos con Coenzima Q10. REPAIR,,Aplicar una pequeña cantidad sobre la piel y masajear hasta su absorción. Probado dermatológicamente.,"crema de manos, crema reparadora, urea, crema con urea, crema hidratante, manos, repara"," Aqua (Water), Glycerin, Cyclopentasiloxane, Cetearyl Alcohol, Panthenol, Urea, Paraffinum Liquidum (Mineral Oil), Petrolatum, Lactic Acid, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Dimethicone Crosspolymer, Octyldodecanol, Sodium Cetearyl Sulfate, Sodium Hydroxide, Ethylhexylglycerin, Parfum (Fragrance), Limonene, Hexyl Cinnamal, Ubiquinone, Coumarin, Citral, Linalool, Alpha-Isomethyl Ionone, Isoeugenol.",UREADIN HAND CREAM PLUS 50ml,"Crema de manos. Repara, hidrata, y suaviza",Crema de manos reparadora,Crema,124.0,110.0,190.0,28.0,690019836
8429420166493,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS Instant Flash,ISDINCEUTICS Instant Flash,Solución facial en ampollas con un conjunto de avanzados activos que promueven un efecto lifting inmediato y prolongado que rejuvenece la apariencia del rostro.,Sérum efecto lifting inmediato,Sérum formulado con un conjunto de avanzados ingredientes que promueven un efecto lifting inmediato y prolongado hasta 8h. Su fórmula rica en péptido Q10 ayuda a energizar la piel del rostro borrando los signos de fatiga y estrés y consiguiendo una belleza instantánea y prolongada durante 8 horas,,"Aplicar 1/2 sobre la piel limpia y seca del rostro y cuello y esperar hasta total absorción. A continuación, aplicar directamente el maquillaje. Utilizar durante las 48h siguientes a su apertura.","serum, flash, efecto, lifting, inmediato, prolongado, facial","Aqua (Water), Glycerin, Propanediol, Caesalpinia Spinosa Fruit Extract, Phenoxyethanol, Kappaphycus Alvarezii Extract, Biosaccharide Gum-1, Lens Esculenta (Lentil) Seed Extract, Ethylhexylglycerin, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, Helichrysum Stoechas Extract, Fragrance (Parfum), 1,2-Hexanediol, Caprylyl Glycol, Sodium Hydroxide, Sodium Benzoate, Pentapeptide-34 Trifluoroacetate.",ISDINCEUTICS INSTANT FLASH 1 AMP,Sérum efecto lifting inmediato,Conjunto de avanzados activos que promueven un efecto lifting inmediato y prolongado que rejuvenece la apariencia del rostro. ,Serum,,,,,690019916
8429420128644,Derma,UREADIN,Facial,Bottle,"ISDIN Micellar Solution 400ML - Agua micelar 4 en 1: desmaquilla, limpia, tonifica e hidrata",ISDIN Micellar Solution 400ml,"Solución de limpieza facial recomendada por maquilladores profesionales.
  Gracias a su formulación micelar hidratante con ingredientes de origen natural, limpia con suavidad el maquillaje, incluso waterproof o resistente al agua y de larga duración sin alterar la barrera cutánea. En un solo paso deja la piel de cara, ojos y labios limpia, toniﬁcada e hidratada, preparada para tu cuidado facial diario. Potencia la hidratación de la piel durante 24 horas","Solución de limpieza facial 4 en 1: desmaquilla, limpia, tonifica e hidrata",Limpieza facial hidratante para todo tipo de pieles.,,"Aplicar mañana y noche, empapando un algodón y limpiando suavemente la piel de rostro y cuello. Sin aclarado.Para mejores resultados, recomendamos su uso dentro de la rutina facial diaria de Ureadin Fusion.","
agua, micelar, desmaquillante, piel, grasa, sensible, limpieza, facial","Aqua (Water), Hexylene Glycol, Glycerin, Betaine, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Cetrimonium Bromide, Disodium EDTA.",ISDIN MICELLAR SOLUTION 400ml,"Solución de limpieza facial 4 en 1: desmaquilla, limpia, tonifica e hidrata",La mejor manera de empezar la rutina de belleza facial,Solución,218.0,203.0,128.0,58.7,690020043
8429420201361,Foto,FOTOPROTECCION,Facial,Tottle,ISDIN Fotoprotector Fusion Water URBAN SPF30 50ML - Protector solar facial para entornos urbanos,Fotoprotector ISDIN Fusion Water Urban SPF 30 50ml,"PROTECCIÓN URBANA
  Protección ideal para entornos urbanos. Alta protección UV con SPF30. 
  Protección reforzada UVA y Luz Azul.
  Antipolución.
  NO IRRITA LOS OJOS
  Evaluado bajo control oftalmológico.
  
  TOLERANCIA ÓPTIMA
  Textura ultraligera de absorción inmediata que no deja residuo.
  Base ideal de maquillaje.
  Apto para todo tipo de pieles, incluida piel atópica
  Oil-free. No comedogénico.
  
  WET SKIN
  Puede aplicarse sobre piel húmeda.
  Especialmente diseñado para integrarse en la rutina de belleza diaria. 
  
  SEA FRIENDLY
  Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos.",Fotoprotección ultraligera de uso diario para entornos urbanos.,"Fusion Water Urban es un protector solar de fase acuosa, ultraligero y de uso diario que ofrece una protección reforzada frente a la radiación UVA y luz azul, protege la piel del daño oxidativo inducido por la polución urbana y proporciona una mejora en los signos de fatiga en la piel, aportando luminosidad.",Rápida absorción. No deja residuo. No comedogénico y oil free. Hipoalergénico: formulado para minimizar el riesgo de alergia.,"Fusion Water Urban está especialmente diseñado para integrarse en la rutina de belleza diaria. Aplícalo generosamente como último paso, antes del maquillaje. Si la exposición solar es superior a dos horas, recomendamos reaplicarlo.","Protector, solar, facial, urbano, protección 30, luz azul, uva, fotoprotector, rostro, rutina de día, rutina, oil free, no comedogénico","Aqua (Water), Octocrylene, Propanediol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Polymethyl Methacrylate, Dimethicone, Phenylbenzimidazole Sulfonic Acid, Propylene Glycol Dicaprylate/ Dicaprate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, , Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, 1,2-Hexanediol, Polysorbate 60, PEG-10 Dimethicone, Sodium Hyaluronate, Tocopheryl Acetate, Xanthan Gum, Caprylyl Glycol, Zingiber Officinale (Ginger) Root Extract, Parfum (Fragrance), Disodium EDTA, PEG-8, Tocopherol, Tropolone, Ascorbyl Palmitate, Citral, Ascorbic Acid, Citric Acid",FP FUSION WATER URBAN SPF30 50ML,Protector solar para entornos urbanos,Fotoprotección ultraligera de uso diario para entornos urbanos.,Fusion water,134.0,119.0,144.0,34.0,690020136
8470003854849,Derma,GERMISDIN,Corporal,Bottle,ISDIN Germisdin Oiriginal 500ML - Gel de baño para higiene corporal para piel normal,ISDIN GERMISIDIN ORIGINAL 500ml,"Higiene corporal con agentes antimicrobianos que ayuda a controlar el crecimiento de microorganismos 
  
  Protección cutánea por su pH fisiológico que respeta el manto hidrolipídico.
  
  Textura extra suave y fácil de enjuagar.
  
  Probado dermatológicamente.",Higiene corporal de uso diario,"Gel de baño sin jabón con agentes antimicrobianos, ideal para la higiene respetuosa de la piel y limita la proliferación bacteriana.
  Textura suave y fácil de enjuagar.
  Contribuye a una higiene completa en lugares concurridos (piscinas, gimnasios…).
  Coadyuvante en el cuidado de la salud para garantizar una higiene efectiva.",Textura extra suave y fácil de enjuagar.,Aplicar a diario sobre la piel previamente humedecida en el baño o ducha. Masajear hasta obtener espuma y aclarar.,"
gel, baño, ducha, sin jabón, sin parabenos,  gel corporal, antimicrobiano,","Aqua (Water), Sodium Laureth Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG-32, PEG-4 Rapeseedamide, Sorbitol, Parfum (Fragrance), Polysorbate 20, Sodium Chloride, Sodium Benzoate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Lactic Acid, Disodium EDTA, PEG-150 Distearate, Dichlorobenzyl Alcohol, Potassium Sorbate, Coumarin, Benzyl Salicylate, Linalool, BHT, Alcohol Denat., Benzoic Acid, CI 19140 (Yellow 5), CI 42090 (Blue 1).",GERMISDIN ORIGINAL 500ml,Higiene y Protección,"Gel de baño sin jabón con agentes antimicrobianos, ideal para la higiene respetuosa de la piel y limita la proliferación bacteriana.",Gel,221.0,205.0,218.0,70.0,690020187
8470002451001,Derma,UREADIN,Facial,Jar,ISDIN Ureadin Antiarrugas Cream 50ML,Ureadin Antiarrugas Cream 50ML,"Crema hidratante facial de uso diario. Corrige y previene la aparición de arrugas: la coenzima Q10 y la Urea Isdin® ayudan a estimular la producción de colágeno y elastina aumentando la firmeza y elasticidad de la piel. 
Hidrata intensamente: la asociación de Urea Isdin® y Aceite de Borago retiene el agua, restableciendo los niveles óptimos de hidratación y el film hidrolipídico. 
Protege frente a los efectos de la radiación solar: SPF 20 y antioxidantes. 
Textura cremosa que aporta sensación de confort a la piel seca.",Reduce y previene la aparición de arrugas,"Crema hidratante facial de uso diario. Corrige y previene la aparición de arrugas: la coenzima Q10 y la Urea Isdin® ayudan a estimular la producción de colágeno y elastina aumentando la firmeza y elasticidad de la piel. 
Hidrata intensamente: la asociación de Urea Isdin® y Aceite de Borago retiene el agua, restableciendo los niveles óptimos de hidratación y el film hidrolipídico. 
Protege frente a los efectos de la radiación solar: SPF 20 y antioxidantes. 
Textura cremosa que aporta sensación de confort a la piel seca.",,Aplicar diariamente después de la rutina de higiene facial sobre rostro y cuello. Excelente como base de maquillaje.,"crema facial, crema hidratante, uso diario, firmeza, elasticidad, hidratación, arrugas, lineas de experesion","Aqua (Water), Ethylhexyl Methoxycinnamate, Urea, Cyclopentasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Glyceryl Stearate, Steareth-2, Cyclohexasiloxane, Cetyl Palmitate, Isostearic Acid, Panthenol, Steareth-21, Phenoxyethanol, Cetyl Alcohol, Butyl Methoxydibenzoylmethane, Ethylhexylglycerin, Borago Officinalis, Seed Oil, Dimethicone, Octyldodecanol, Shorea Stenoptera Seed Butter, Stearyl Alcohol, Carbomer, Tocopheryl Acetate, Lactic Acid, Isocetyl Alcohol, Sodium Hydroxide, Acrylates/C10-30, Alkyl Acrylate Crosspolymer, Disodium EDTA, Parfum (Fragrance), Ubiquinone, Biosaccharide, Gum-1, BHT, Ceramide NP, Limonene, Hexyl Cinnamal, Coumarin, Citral, Linalool, Alpha-Isomethyl Ionone",UREADIN ANTIARRUGAS CREAM SPF20 50ml,Crema facial que reduce y previene la aparición de arrugas,Reduce y previene la aparición de arrugas,Crema,151.0,64.0,151.0,69.0,690020401528
8470003913423,Derma,UREADIN,Facial,Tube,ISDIN Ureadin Contorno de ojos 15ML,ISDIN Ureadin Contorno de ojos 15ML,"Contorno de ojos que ayuda a reducir que ayuda a reducir bolsas, ojeras y líneas de expresión:
- Hidratación inmediata y duradera: Urea Isdin® y Ácido Hialurónico. 
- Ayuda a reducir ojeras y bolsas: gracias a la Hesperidina-metilchalcona. 
- Actúa contra los signos del envejecimiento: FPS 20, Coenzima Q10 y Vitamina E.","Fórmula completa con activos antibolsas, antiojeras y antiedad","Contorno de ojos que ayuda a reducir que ayuda a reducir bolsas, ojeras y líneas de expresión:
- Hidratación inmediata y duradera: Urea Isdin® y Ácido Hialurónico. 
- Ayuda a reducir ojeras y bolsas: gracias a la Hesperidina-metilchalcona. 
- Actúa contra los signos del envejecimiento: FPS 20, Coenzima Q10 y Vitamina E.",,Aplicar diariamente en el contorno de los ojos con ligeros toques.,"contorno de ojos, reduce ojeras, bolsas, urea, vitamina, spf 20, fps20, lineas de experesion, crema ","Aqua (Water), Ethylhexyl Methoxycinnamate, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, C12-15 Alkyl Benzoate, Isocetyl Stearate, Urea, Phenoxyethanol, Cetyl Alcohol, Stearyl Alcohol, Octyldodecanol, Panthenol, Simmondsia Chinensis (Jojoba) Seed Oil, CI 77891 (Titanium Dioxide), Carbomer, Xanthan Gum, Bisabolol, CI 77289 (Chromium Hydroxide Green), Shorea Stenoptera Seed Butter, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Steareth-20, Hesperidin Methyl Chalcone, Disodium EDTA, Alcohol Denat., Parfum (Fragrance), Ubiquinone, Lactic Acid, Biosaccharide Gum-1, Talc, BHT, Sodium Hyaluronate, Limonene, Hexyl Cinnamal, CI 19140 (Yellow 5), Chlorhexidine Digluconate, Tropolone, N-Hydroxysuccinimide, Coumarin, Citral, Potassium Sorbate, Dipeptide-2, Dimethicone/ Vinyl Dimethicone Crosspolymer, Linalool, Alpha-Isomethyl Ionone, Palmitoyl Tetrapeptide-7, Chrysin, Palmitoyl Tripeptide-1, Citric Acid, Sodium Citrate, Biotin",UREADIN FACIAL CONTORNO OJOS 15ml,"Gel crema contorno de ojos que ayuda a reducir bolsas, ojeras y líneas de expresión","Fórmula completa con activos antibolsas, antiojeras y antiedad",Crema Gel,128.0,115.0,169.0,26.0,690020403528
8429420124776,Derma,LAMBDAPIL,Cabello,Can,Lambdapil Anticaída Loción,Lambdapil Anticaída Loción,"Aumenta la densidad de tu cabello. Tratamiento de la alopecia androgenética y difusa, masculina y femenina","Tratamiento de la alopecia androgenética y difusa, masculina y femenina","Primera fórmula patentada que actúa creando un micro-ambiente protector del folículo piloso.
  
  Promueve el crecimiento de nuevos cabellos, favorece la fase anágena y retrasa la apoptosis celular gracias a la melatonina, un potente antioxidante que neutraliza los radicales libres.
  
  Activa el folículo piloso mejorando el aporte de nutrientes gracias al Gingko Biloba.
  
  Nutre y fortalece. Mejora la estructura y aumenta el grosor del cabello gracias a su contenido en Biotina.",,"Aplicar el producto mediante un suave masaje sobre el cuero cabelludo seco antes de acostarse.
  
  Aplicar 14 pulverizaciones diarias de 5 a 7 días por semana durante 3 meses.
  
  Para obtener óptimos resultados, continuar con el tratamiento de Lambdapil Anticaída Loción durante otros 3 meses.","locion anticaida, locion de pelo, caida de pelo, caida del cabello, cabello, alopecia","Melatonina, Ginkgo biloba y Biotina",LAMBDAPIL ANTI-HAIR LOSS LOTION 125ml,"Tratamiento de la alopecia androgenética y difusa, masculina y femenina",Aumenta la densidad de tu cabello,Loción,197.0,177.0,164.0,51.0,690020427
8470001614841,Derma,UREADIN,Facial,Jar,ISDIN Ureadin Fusion Melting Cream 50ML - Crema nutritiva facial con Urea ISDIN® para piel normal a seca,Ureadin Fusion Nutritiva Melting Cream,"Crema nutritiva e hidratante facial de uso diario. 
- Hidrata intensamente 24h: la asociación de Urea Isdin® y Creatina retiene el agua y restablece la hidratación de la piel. 
- Nutre la piel y reequilibra el film protector hidrolipídico: fórmula con Manteca de Shorea y Ceramida. 
- Tonifica y mantiene la función de las células de la piel: su fórmula con Creatina refuerza la red de colágeno y elastina tonificando la piel. 
- Textura Fusion que se funde con la piel, de fácil extensibilidad y absorción inmediata. No deja residuo graso.",Crema que nutre y ayuda a mantener la elasticidad de la piel,"Crema nutritiva e hidratante facial de uso diario. 
- Hidrata intensamente 24h: la asociación de Urea Isdin® y Creatina retiene el agua y restablece la hidratación de la piel. 
- Nutre la piel y reequilibra el film protector hidrolipídico: fórmula con Manteca de Shorea y Ceramida. 
- Tonifica y mantiene la función de las células de la piel: su fórmula con Creatina refuerza la red de colágeno y elastina tonificando la piel. 
- Textura Fusion que se funde con la piel, de fácil extensibilidad y absorción inmediata. No deja residuo graso.",,"Aplicar generosamente preferiblemente por la noche, después de la limpieza facial. Para una nutrición extra, aplicar por las mañanas antes de su cuidado protector, sobre la piel limpia en rostro y cuello","crema facial, crema hidratante, crema, urea, hidrata, manteca de shorea, crema con ceramida","Aqua (Water), Butylene Glycol Dicaprylate/Dicaprate, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Urea, Cetyl Alcohol, Dimethicone, Polyglyceryl-4 Stearate, Glycine, Shorea Stenoptera Seed Butter, Stearyl Alcohol, Phenoxyethanol, Hydroxypropyl Guar, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Creatine, Tocopheryl Acetate, Ethylhexylglycerin, Isocetyl Alcohol, Stearic Acid, Disodium EDTA, Xanthan Gum, Lactic Acid, Sodium Hydroxide, Parfum (Fragrance), PEG-8, Ceramide NP, Tocopherol, Sodium Hyaluronate, Limonene, Hexyl Cinnamal, Coumarin, Ascorbyl Palmitate, Citral, Linalool, Ascorbic Acid, Citric Acid.",UREADIN FUSION MELTING CREAM 50ml,Crema que nutre y ayuda a mantener la elasticidad de la piel,Crema nutritiva e hidratante facial de uso diario.,Crema,151.0,64.0,151.0,70.0,690020441528
8429420138933,Aesthetics,ISDINCEUTICS,Facial,Ampoules,Isdinceutics Flavo-C Ultraglican 10UX2ML 20ML - Sérum facial Hidratante-Antioxidante de día Con Vitamina C,ISDINCEUTICS Flavo-C Ultraglican,"Solución facial en ampollas que prepara tu piel para estar radiante, hidratada y protegida durante todo el día.",Sérum antioxidante de día,"Sérum antioxidante formulado con vitamina C, ultraglicanos y ácido hialurónico que ayuda a proteger la piel contra el estrés oxidativo, hidrata en profundidad, ayuda a suavizar las líneas de expresión y aporta luminosidad y un aspecto radiante.",Rápida absorción. No deja residuo graso. No comedogénico. Oil free. Testado dermatológicamente.,"Aplicar 1/2 ampolla por la mañana sobre la piel limpia y seca en todo el rostro, evitando la zona del contorno de ojos 
  Utilizar durante las 48h siguientes a su apertura.","
serum, antioxidante, dia, vitamina C, facial, ampollas, ácido hialurónico, estrés oxidativo, líneas de expresión, luminosidad, glow","Vitamina C (ácido ascórbico), Ultraglicanos,  Ácido hialurónico",ISDINCEUTICS FLAVO-C ULTRAGLICAN 10u 2ml,Sérum antioxidante de día,Avanzada asociación de antioxidantes e hidratantes,Serum,132.0,113.0,271.0,21.0,690020541
8429420070875,Foto,ERYFOTONA,Facial,Tottle,ISDIN Eryfotona AK-NMSC SPF100+ 50ML - Protector solar fluido,Eryfotona AK-NMSC Fluid SPF100+,"Producto sanitario IIA especialmente formulado para la queratosis actínica (AK) y otras formas de cáncer cutáneo no melanoma (NMSC) con 3 indicaciones: prevención, tratamiento coadyuvante y reducción y mejora del campo de cancerización subclínico.",Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Prevención y tratamiento protector adyuvante de la queratosis actínica (AK) y otras formas de cáncer cutáneo no melanoma (NMSC).Reduce y mejora el campo de cancerización cutáneo subclínico que se asocia a queratosis actínica y cáncer de piel no melanoma.,,"Aplicar generosamente sobre toda la zona afectada y otras zonas de riesgo por exposición solar crónica (rostros, frente, orejas, escote, calva, y dorso de las manos) dos veces al día, por la mañana y al mediodía. 
  Uso diario. La fotoliasa se activa con la luz visible. 
  En caso de exposición solar directa, reaplicar el producto cada dos horas.","
protector, solar, queratosis, actínica, textura, crema, fotoprotector, tratamiento, solares, bloqueador","Repairsomes® (UVB-UVA Filter complex+ plankton extract), Bisabolol, Tocopheryl acetate, Panthenol, Excipients qs",ERYFOTONA AK-NMSC FLUID 50ML C/F,Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Fluid,134.0,119.0,144.0,33.0,690020574
8470001548887,Derma,NUTRADEICA,Facial,Tube,ISDIN Nutradeica Gel Crema Facial 50ML - Gel crema facial para pieles con piel seborreica,Nutradeica Gel crema facial,"Gel Crema Facial de uso diario especíﬁca para pieles con tendencia seborreica. Textura ligera y rápida absorción. Actúa sobre todos los factores asociados a la piel con tendencia seborreica, ayuda a prevenir su aparición y deja la piel confortable y matiﬁcada.
  Especialmente efectivo en aquellas zonas con mayor tendencia a la aparición de signos: frente, cejas y área perinasal.","Gel crema facial que hidrata, matifica y alivia la piel con tendencia seborreica.","Gel Crema Facial de uso diario especíﬁca para pieles con tendencia seborreica. Textura ligera y rápida absorción. Actúa sobre todos los factores asociados a la piel con tendencia seborreica, ayuda a prevenir su aparición y deja la piel confortable y matiﬁcada. Especialmente efectivo en aquellas zonas con mayor tendencia a la aparición de signos: frente, cejas y área perinasal.",,"En brote, 2 veces al día tras la limpieza suave de las zonas afectadas. Como mantenimiento, utilizar diariamente. En uso adyuvante, aplicar 1-2 horas después del tratamiento prescrito.","
crema, piel grasa, seborreica, dermatitis, facial, hidratante, picores, cara, descamación","Piroctone Olamina: antifúngico.
Stearyl Glycyrrhetinate: antiinflamatorio.
Pidolato de Zinc: seborregulador.
Acetamida MEA: queratorregulador.
Rhamnosoft.
Polymethylmethacrylate.
Symcalmin.",NUTRADEICA GEL CREMA FACIAL 50ml,"Gel crema facial que hidrata, matifica y alivia la piel con tendencia seborreica.","Especialmente indicada para el mantenimiento de piel seborreica facial: exceso de sebo, descamación, picor y eritema.",Gel Crema,149.0,134.0,202.0,38.0,690020622528
8429420206977,Derma,ALSORA,Corporal,Pump,ISDIN Alsora Emollient Lotion 200ML- Loción específica piel descamativa,Alsora Emollient Loción específica,"Eficacia demostrada en psoriasis en placa.

Fórmula específica con efecto queratorregulador, que reduce las escamas gracias a la acción del ácido salicílico.

Ayuda a disminuir el enrojecimiento y el picor asociados a la piel psoriásica debido a su formulación con laureth-9, a la vez que repara el estrato cutáneo.",Loción específica para el cuidado de la piel psoriásica.,"Loción específica para el cuidado de la piel psoriásica.

Flexibiliza, normaliza e hidrata la piel y ayuda a reducir el picor

Eficacia demostrada en psoriasis en placa.

Fórmula específica con efecto queratorregulador, que reduce las escamas gracias a la acción del ácido salicílico.

Ayuda a disminuir el enrojecimiento y el picor asociados a la piel psoriásica debido a su formulación con laureth-9,
a la vez que repara el estrato cutáneo.",,"Aplicar sobre la piel y masajear hasta su total absorción. 
Se recomiendan 2 aplicaciones diarias (al levantarse y por la noche, antes de acostarse) para una mejor respuesta cutánea.","psoriasis, loción, ácido salicilico, piel con escamas, descamación, picor, piel psoriásica, quetorregulador,","Urea 10%
Ácido salicílico 2%
Niacinamida 1%
Polidocanol
Alantoína
Aloe vera",ALSORA EMOLLIENT LOTION 200ml,Loción específica para el cuidado de la piel psoriásica.,"Flexibiliza, normaliza e hidrata la piel y ayuda a reducir el picor",Loción,166.0,152.0,220.0,51.0,690020697
8470001691880,Derma,UREADIN,Facial,Pump,ISDIN Ureadin Fusion Serum Lift 30ML - Sérum facial antiarrugas con Urea ISDIN® para todo tipo de piel,Ureadin Fusion Antiarrugas Serum Lift,"Concentrado facial antiarrugas que ayuda a rejuvenecer la piel: 
- Corrige y previene la aparición de arrugas y líneas de expresión: gracias al extracto de células madre de manzana. 
- Efecto lifting inmediato y duradero: aumenta la ?rmeza de la piel gracias al concentrado de péptidos Matrixyl® synthe’6** que estimula la síntesis de colágeno y ácido hialurónico. 
- Reduce los signos del envejecimiento: activa la renovación celular, aumentando la capacidad reparadora de las células gracias a la Creatina. 
- Protege frente a los radicales libres: Coenzima Q10 y Vitamina E.
- Potencia la hidratación cutánea: Urea Isdin®. 
- Textura Fusion que se funde con la piel: de fácil extensibilidad y absorción inmediata.",Serum que hidrata intensamente y ayuda a rejuvenecer la piel,"Concentrado facial antiarrugas que ayuda a rejuvenecer la piel: 
- Corrige y previene la aparición de arrugas y líneas de expresión: gracias al extracto de células madre de manzana. 
- Efecto lifting inmediato y duradero: aumenta la firmeza de la piel gracias al concentrado de péptidos Matrixyl® synthe’6** que estimula la síntesis de colágeno y ácido hialurónico. 
- Reduce los signos del envejecimiento: activa la renovación celular, aumentando la capacidad reparadora de las células gracias a la Creatina. 
- Protege frente a los radicales libres: Coenzima Q10 y Vitamina E.
- Potencia la hidratación cutánea: Urea Isdin®. 
- Textura Fusion que se funde con la piel: de fácil extensibilidad y absorción inmediata.",,Aplicar mañana y noche sobre la piel de rostro y cuello después de la rutina de higiene y antes del cuidado facial habitual.,"serúm antiarrugas, efecto lifting, lineas de expresión, arrugas, rejuvenece, serum facial, hidratante","Aqua (Water), Cyclopentasiloxane, Dimethicone, Xylitol, Glycerin, Creatine, Glycine, Urea, Phenoxyethanol, Dimethiconol, Polyacrylamide, Sclerotium Gum, Malus Domestica Fruit Cell Culture Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C13-14 Isoparaffin, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Tocopheryl Acetate, Parfum (Fragrance), Laureth-7, Hydroxypropyl Cyclodextrin, Sodium Hydroxide, Ubiquinone, Xanthan Gum, Limonene, Hexyl Cinnamal, Lecithin, Coumarin, Citral, Linalool, Palmitoyl Tripeptide-38.",UREADIN FUSION SERUM ANTIARRUGAS 30ml,Serum que hidrata intensamente y ayuda a rejuvenecer la piel,Concentrado facial antiarrugas que ayuda a rejuvenecer la piel.,Serum,142.0,127.0,154.0,48.0,690020710
